Wed Aug 16 14:33:13 2017    profile.cprof

         133655314 function calls (133649116 primitive calls) in 433.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
      272    0.000    0.000    0.000    0.000 argparse.py:1234(register)
        1    0.000    0.000    0.000    0.000 ctx.py:336(pop)
      981    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 newstr.py:41(<module>)
      115    0.000    0.000    0.000    0.000 {_sre.compile}
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
      2/1    0.000    0.000    0.000    0.000 argparse.py:1789(take_action)
        6    0.000    0.000    0.000    0.000 decorators.py:166(decorator)
        5    0.000    0.000    0.000    0.000 ssl.py:114(_import_symbols)
        1    0.000    0.000    0.000    0.000 tests.py:10(<module>)
        1    0.000    0.000    0.000    0.000 newbytes.py:40(newbytes)
        1    0.000    0.000    0.000    0.000 getpass.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
      208    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
        1    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:16(<module>)
       15    0.000    0.000    0.000    0.000 urls.py:449(url_quote)
        3    0.000    0.000    0.000    0.000 urls.py:300(encode_netloc)
        1    0.000    0.000    0.000    0.000 wsgi.py:10(<module>)
        1    0.000    0.000    0.000    0.000 test.py:528(get_environ)
        1    0.000    0.000    0.000    0.000 load_xml_stream.py:22(load_graph_type)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backports_abc.py:16(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-217>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:56(<module>)
        1    0.000    0.000    0.000    0.000 htmlentitydefs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(__call__)
      230    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
        1    0.000    0.000    0.000    0.000 db_builder.py:44(__init__)
        1    0.000    0.000    0.000    0.000 networksimplex.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:3(<module>)
       36    0.000    0.000    0.000    0.000 argparse.py:1320(_add_action)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 app.py:1910(request_context)
        1    0.000    0.000    0.000    0.000 <decorator-gen-229>:1(_open_file)
        4    0.000    0.000    0.000    0.000 db_builder.py:518(device_states_fields)
        1    0.000    0.000    0.000    0.000 ctx.py:237(__init__)
       60    0.000    0.000    0.000    0.000 locale.py:365(normalize)
        1    0.000    0.000    0.000    0.000 urls.py:556(url_fix)
        1    0.000    0.000    0.000    0.000 <decorator-gen-159>:1(_open_file)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {_sqlite3.connect}
        7    0.000    0.000    0.000    0.000 core.py:1454(__init__)
        1    0.000    0.000    0.000    0.000 app.py:68(Flask)
      208    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
        1    0.000    0.000    0.000    0.000 lexer.py:37(_make_name_re)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
      111    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:241(CodeGenerator)
       31    0.000    0.000    0.000    0.000 __init__.py:170(no)
        1    0.000    0.000    0.000    0.000 py3k.py:75(sixu)
        1    0.000    0.000    0.000    0.000 <decorator-gen-219>:1(_not_implemented_for)
      352    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       46    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
        1    0.000    0.000    0.000    0.000 core.py:2688(MaskedArray)
     1465    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 app.py:654(auto_find_instance_path)
       18    0.000    0.000    0.000    0.000 argparse.py:1680(_add_action)
       31    0.000    0.000    0.000    0.000 __init__.py:139(decorator)
        9    0.000    0.000    0.000    0.000 {dir}
      302    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
       19    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:744(find_package)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
       88    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
        9    0.000    0.000    0.000    0.000 extras.py:236(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:10(<module>)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 leda.py:10(<module>)
       96    0.000    0.000    0.000    0.000 db_builder.py:884(parse_properties)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        9    0.000    0.000    0.000    0.000 extras.py:240(getdoc)
      118    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 newstr.py:64(newstr)
        1    0.000    0.000    0.000    0.000 <decorator-gen-225>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
      135    0.000    0.000    0.000    0.000 graph_builder.py:137(filename)
        1    0.000    0.000    0.000    0.000 <decorator-gen-61>:1(_not_implemented_for)
     1124    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 semiconnected.py:4(<module>)
     1336    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-222>:1(_not_implemented_for)
        7    0.000    0.000    0.000    0.000 core.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:129(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        2    0.000    0.000    0.000    0.000 decorators.py:114(decorator)
        5    0.000    0.000    0.000    0.000 {zip}
       27    0.000    0.000    0.000    0.000 core.py:910(__init__)
     2024    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 decorators.py:69(_make_command)
        1    0.000    0.000    0.000    0.000 <decorator-gen-226>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-231>:1(_open_file)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        4    0.000    0.000    0.000    0.000 argparse.py:1344(_add_container_actions)
      118    0.000    0.000    0.000    0.000 <string>:12(_make)
        1    0.000    0.000    0.000    0.000 sessions.py:10(<module>)
      470    0.000    0.000    0.000    0.000 decorator.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-103>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 test.py:558(_path_encode)
        1    0.000    0.000    0.000    0.000 argparse.py:1810(consume_optional)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-221>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ctx.py:10(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:9(<module>)
       11    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        5    0.000    0.000    0.000    0.000 urls.py:401(url_parse)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-205>:1(_open_file)
        1    0.000    0.000    0.000    0.000 pytree.py:11(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 urls.py:520(url_unquote)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 edmondskarp.py:4(<module>)
      523    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-169>:1(_open_file)
       10    0.000    0.000    0.000    0.000 routing.py:706(_build_regex)
        1    0.000    0.000    0.000    0.000 <decorator-gen-135>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-233>:1(_open_file)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:106(with_metaclass)
       10    0.000    0.000    0.000    0.000 __init__.py:134(__new__)
        1    0.000    0.000    0.000    0.000 release.py:30(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-139>:1(_open_file)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:4(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       18    0.000    0.000    0.000    0.000 argparse.py:1400(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 <decorator-gen-165>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-73>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(_open_file)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       18    0.000    0.000    0.000    0.000 argparse.py:573(_format_args)
        1    0.000    0.000    0.000    0.000 <decorator-gen-161>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-167>:1(_open_file)
        1    0.000    0.000    0.000    0.000 exception.py:9(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        2    0.000    0.000    0.000    0.000 urls.py:358(_unquote_to_bytes)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(_not_implemented_for)
        8    0.000    0.000    0.000    0.000 core.py:7866(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-141>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-133>:1(_not_implemented_for)
      236    0.000    0.000    0.000    0.000 {vars}
      189    0.000    0.000    0.000    0.000 {method 'readline' of 'file' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:2020(_match_argument)
        1    0.000    0.000    0.000    0.000 ast.py:27(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-163>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-143>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-214>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-209>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       88    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-156>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 app.py:1861(do_teardown_request)
        1    0.000    0.000    0.000    0.000 <decorator-gen-177>:1(_open_file)
       31    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
        7    0.000    0.000    0.000    0.000 core.py:1524(_parse_decls)
        1    0.000    0.000    0.000    0.000 <decorator-gen-201>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-213>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 heaps.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-193>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-109>:1(_not_implemented_for)
      236    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1649(add_subparsers)
        1    0.000    0.000    0.000    0.000 <decorator-gen-185>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-101>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-130>:1(_not_implemented_for)
        3    0.000    0.000    0.000    0.000 db_builder.py:495(device_properties_fields)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ctx.py:389(__enter__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-207>:1(_open_file)
        1    0.000    0.000    0.000    0.000 parse.py:11(<module>)
        8    0.000    0.000    0.000    0.000 inspect.py:369(cleandoc)
        3    0.000    0.000    0.000    0.000 collections.py:50(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7871(getdoc)
        1    0.000    0.000    0.000    0.000 branchings.py:10(<module>)
        2    0.000    0.000    0.000    0.000 pkgutil.py:176(find_module)
        1    0.000    0.000    0.000    0.000 <decorator-gen-148>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 ctx.py:299(push)
        1    0.000    0.000    0.000    0.000 backports_abc.py:38(mk_gen)
        1    0.000    0.000    0.000    0.000 patcomp.py:9(<module>)
       25    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
      277    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-145>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-86>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-191>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-171>:1(_open_file)
      274    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(_not_implemented_for)
      410    0.000    0.000    0.000    0.000 db_builder.py:878(__str__)
        1    0.000    0.000    0.000    0.000 parser.py:32(Parser)
        1    0.000    0.000    0.000    0.000 <decorator-gen-137>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-93>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 wrappers.py:1652(CommonResponseDescriptorsMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-106>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-199>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-151>:1(_not_implemented_for)
